Mouse ID,Embedding
Day 5_A8-5-R.png,"[-2.0894787 , -2.518134  ,  2.5635114 , -6.168867  ,  2.0925274 ,
  1.1126297 ,  1.1912465 ,  1.5659789 , -0.6570254 , -3.0292082 ,
  1.1981735 , -0.6014325 ,  1.4306428 ,  0.19114825,  2.822026  ,
  1.7867906 ]"
Day 11_Y8-3-R.png,"[ 1.3680933 ,  2.625918  , -3.0513275 ,  3.7597628 ,  1.0627797 ,
 -0.01229952, -1.5289016 , -1.595106  , -2.07982   , -0.10911115,
  1.3114527 ,  2.110751  , -2.9946878 ,  0.25688332, -3.109698  ,
 -0.9914484 ]"
Day 2_Y8-3-R.png,"[ 3.04936   , -5.022803  ,  0.79024076, -2.383007  , -4.184032  ,
 -0.49991366,  1.4741138 , -0.5683278 ,  4.797437  ,  4.3667364 ,
 -4.6219997 , -1.2538742 ,  2.964465  , -0.2571837 ,  3.0309308 ,
 -1.2438031 ]"
Day 12_A8-4-L.png,"[ 1.0589983 ,  2.9456425 , -2.9963994 ,  3.767898  ,  1.3403308 ,
  0.07162532, -1.5383269 , -1.4428835 , -2.4104292 , -0.45330825,
  1.6041175 ,  2.015973  , -3.1140678 ,  0.211723  , -3.2811818 ,
 -0.9106673 ]"
Day 15_Y8-2-L.png,"[ 1.6328367 ,  2.8100543 , -3.4108882 ,  4.2030125 ,  1.0009048 ,
  0.05914301, -1.7430447 , -1.7326741 , -2.0052807 ,  0.21216358,
  1.2396151 ,  2.0769827 , -3.3195848 ,  0.27019322, -3.2871754 ,
 -1.5876075 ]"
Day 1_A8-4-L.png,"[ 1.871755  , -1.9282186 , -0.3089957 ,  0.5496081 , -3.3515875 ,
 -0.8019315 ,  0.34015077, -0.9222631 ,  3.276759  ,  3.2998714 ,
 -2.8537972 , -0.7196932 ,  1.432493  , -0.03876367,  1.3830597 ,
 -1.1872668 ]"
Day 15_A8-3-L.png,"[-0.9326625 ,  2.1450014 , -0.5437814 ,  1.3281357 ,  1.835261  ,
  0.25422284, -0.6029639 ,  0.16760683, -2.0128515 , -1.5116055 ,
  1.8183011 ,  0.5221438 , -1.4103808 , -0.06002076, -1.501757  ,
  0.27396318]"
Day 9_Y8-3-L.png,"[-0.05762116,  3.038867  , -1.869646  ,  2.8734794 ,  2.1029286 ,
  0.1389798 , -1.0776284 , -0.5962172 , -2.792246  , -1.2859374 ,
  1.9677246 ,  1.414911  , -2.5659199 , -0.04159224, -2.8602664 ,
  0.14547454]"
Day 0_A8-3-R.png,"[ 1.6800028 , -6.0211744 ,  2.8582299 , -4.260678  , -4.897128  ,
 -0.59408295,  2.1460075 , -0.11566233,  6.119575  ,  3.95424   ,
 -5.207418  , -2.579269  ,  4.8301616 , -0.37760386,  4.807056  ,
 -0.41066763]"
Day 13_A8-3-R.png,"[-0.8105432 ,  0.7478033 ,  0.25997394,  0.05430984,  0.6365053 ,
  0.05096794, -0.10242511,  0.3667129 , -0.62384915, -0.7949615 ,
  0.79912716, -0.14340612, -0.10501057, -0.07678263, -0.16706063,
  0.4113657 ]"
Day 9_Y8-1-L.png,"[-0.7354925 ,  2.6927826 , -0.9927769 ,  2.0273352 ,  1.9606799 ,
  0.16373682, -0.7924536 ,  0.06329864, -2.4510212 , -1.4405681 ,
  1.9083691 ,  0.78747976, -1.8282102 , -0.11235327, -2.184491  ,
  0.37240535]"
Day 8_A8-5-R.png,"[-0.5545076 ,  2.8065908 , -1.269697  ,  2.288455  ,  2.3660443 ,
  0.27043822, -0.7595369 , -0.36923036, -2.50009   , -1.5176233 ,
  1.902505  ,  0.8847685 , -2.2945118 , -0.19121282, -2.4593987 ,
  0.4024326 ]"
Day 4_Y8-3-L.png,"[-1.4009556 , -0.36289275,  1.3224636 , -1.4500692 ,  0.3425036 ,
  0.12431872,  0.3087222 ,  0.9264816 , -0.15032667, -0.97287893,
  0.5259556 , -0.6245828 ,  0.9426883 ,  0.05039173,  1.0861933 ,
  0.5568129 ]"
Day 10_A8-5-L.png,"[-1.2177322e+00,  2.4440951e+00, -5.9408963e-01,  1.3428458e+00,
  2.0254650e+00,  2.3313445e-01, -6.3272226e-01,  5.2397472e-01,
 -2.6144278e+00, -1.9597481e+00,  2.2307625e+00,  5.9581321e-01,
 -1.4498591e+00, -1.7250404e-03, -1.6429105e+00,  7.0004469e-01]"
Day 2_Y8-1-R.png,"[ 0.10965148, -2.25103   ,  1.3610324 , -2.5802486 , -0.93265665,
  0.07840367,  1.0298668 ,  0.25088796,  1.9998561 ,  0.8344    ,
 -1.5207587 , -0.9251696 ,  1.5613049 , -0.14943805,  2.0357172 ,
  0.04456053]"
Day 11_Y8-1-R.png,"[ 2.162926  ,  2.9775453 , -4.0209837 ,  4.6608233 ,  0.9959688 ,
 -0.04223242, -1.9378616 , -2.3613124 , -2.3127177 ,  0.32857215,
  1.291365  ,  2.7128942 , -3.6031325 ,  0.35709834, -3.7592742 ,
 -1.5637614 ]"
Day 14_A8-4-R.png,"[-0.7049126 ,  2.2651548 , -0.96669483,  1.4209332 ,  1.9511853 ,
  0.25812516, -0.7413046 ,  0.07660747, -2.2903297 , -1.6886357 ,
  1.9073337 ,  0.7987168 , -1.822036  , -0.07676124, -1.909857  ,
  0.50706697]"
Day 0_Y8-2-R.png,"[ 1.4698792 , -4.071639  ,  2.0457306 , -1.6585436 , -4.980903  ,
 -1.0118641 ,  1.5259476 , -0.12445492,  5.517192  ,  4.6279955 ,
 -4.6297383 , -2.3405058 ,  3.9166038 , -0.44427544,  3.247233  ,
 -1.0357708 ]"
Day 7_A8-4-R.png,"[-3.521945  , -0.75768596,  3.5452526 , -4.2080927 ,  0.8839767 ,
  0.342675  ,  1.223268  ,  3.2136335 , -0.6941153 , -2.6844392 ,
  1.4603268 , -1.9974942 ,  2.6359882 ,  0.03741074,  2.9396923 ,
  2.218716  ]"
Day 13_Y8-2-R.png,"[ 1.2499105 ,  2.6070676 , -2.9631488 ,  3.7208688 ,  0.91961056,
 -0.02702982, -1.4767435 , -1.470644  , -1.8166173 , -0.07769994,
  1.1915215 ,  1.9166026 , -2.9698253 ,  0.29399735, -2.989315  ,
 -0.9871956 ]"
Day 14_Y8-1-R.png,"[ 1.4458523 ,  2.755048  , -3.322965  ,  4.002981  ,  0.95433336,
  0.01199682, -1.6187052 , -1.7682976 , -2.1027155 , -0.04572634,
  1.2966344 ,  2.1719072 , -3.278431  ,  0.28749135, -3.3482997 ,
 -1.2251087 ]"
Day 7_Y8-1-R.png,"[-1.1397605 ,  2.0267446 , -0.29905155,  0.79966694,  2.0731378 ,
  0.25699297, -0.47895682,  0.5541424 , -2.184417  , -1.9142925 ,
  1.8790988 ,  0.45097318, -1.2395226 , -0.0689764 , -1.3632578 ,
  0.75793755]"
Day 2_A8-4-R.png,"[ 1.8704088 , -4.7170672 ,  1.8882567 , -3.3777287 , -3.5933673 ,
 -0.3576236 ,  1.7714871 , -0.34956345,  4.735651  ,  3.450185  ,
 -4.226906  , -1.7026223 ,  3.2741578 , -0.3427954 ,  3.5290642 ,
 -0.6744304 ]"
Day 11_A8-4-R.png,"[-0.40648618,  2.7179217 , -1.410757  ,  2.2622435 ,  2.113548  ,
  0.211588  , -0.90757924, -0.20518647, -2.720655  , -1.437086  ,
  1.9788294 ,  1.1604155 , -2.1920886 , -0.06066483, -2.4192812 ,
  0.22699706]"
Day 5_Y8-2-R.png,"[-5.9035534e-01,  1.1449616e+00, -7.0298856e-01,  9.9648319e-02,
  2.3614163e+00,  6.2718862e-01, -4.2021281e-01,  5.3080268e-02,
 -1.7191228e+00, -1.5598805e+00,  1.5823704e+00,  8.3475477e-01,
 -1.4653757e+00, -2.9422324e-03, -1.1866713e+00,  1.9177916e-03]"
Day 1_Y8-3-L.png,"[ 1.9907725 , -5.112815  ,  1.751983  , -2.277147  , -5.8911147 ,
 -1.1622927 ,  1.5593436 , -0.56875485,  6.1664515 ,  4.4348545 ,
 -5.1799827 , -2.341918  ,  4.3420386 ,  0.02725815,  4.5005507 ,
 -1.2781528 ]"
Day 15_A8-5-L.png,"[ 0.7558727 ,  2.202095  , -2.1994212 ,  2.7684882 ,  1.0298678 ,
  0.08927892, -1.2722448 , -1.0500163 , -1.8793324 , -0.39601943,
  1.3675665 ,  1.4956495 , -2.3380399 ,  0.20738558, -2.281804  ,
 -0.9406109 ]"
Day 12_Y8-3-L.png,"[ 1.2730678 ,  2.9062185 , -3.1799996 ,  3.8483562 ,  1.2763584 ,
  0.08611146, -1.6191002 , -1.5183394 , -2.4695413 , -0.33047074,
  1.5406353 ,  2.195911  , -3.2766852 ,  0.24057946, -3.3882172 ,
 -1.0440376 ]"
Day 6_A8-5-L.png,"[-1.3164113 , -1.3877125 ,  2.1501467 , -2.5281343 , -0.388502  ,
  0.03631942,  0.9649889 ,  1.2292292 ,  1.2577187 , -0.3185523 ,
 -0.41592744, -1.4192324 ,  1.7798936 , -0.13443017,  2.136436  ,
  0.72472644]"
Day 12_Y8-1-L.png,"[ 1.9394526 ,  2.5542028 , -3.5668993 ,  4.149745  ,  0.8981732 ,
  0.00642644, -1.7526683 , -2.1472363 , -1.9715749 ,  0.37190574,
  1.0934846 ,  2.3174388 , -3.2549744 ,  0.30064964, -3.3051794 ,
 -1.476895  ]"
Day 1_Y8-1-L.png,"[-0.50570196,  0.03344312,  0.47556818, -0.20361914, -0.4681422 ,
 -0.16217732,  0.13002151,  0.45079535,  0.42059767,  0.18526115,
 -0.07855476, -0.55617815,  0.5143368 , -0.01819646,  0.43012512,
  0.14062731]"
Day 8_A8-3-R.png,"[-1.3087684 ,  1.3175142 ,  0.33625016,  0.14320946,  1.4074155 ,
  0.22940707, -0.08671129,  0.63579184, -1.1938685 , -1.3657619 ,
  1.3163433 , -0.13088316, -0.49122348, -0.15783723, -0.5325577 ,
  0.5643308 ]"
Day 10_Y8-2-L.png,"[ 0.9494483 ,  3.1019225 , -2.8630676 ,  3.9052672 ,  1.6267776 ,
  0.05248826, -1.5453731 , -1.4094748 , -2.479805  , -0.5792556 ,
  1.6908758 ,  1.9934869 , -3.1426055 ,  0.21576215, -3.2719662 ,
 -0.7151357 ]"
Day 4_A8-4-L.png,"[-0.463894  , -1.573839  ,  1.531567  , -1.5021484 , -1.5465835 ,
 -0.34111524,  0.67422014,  0.7825775 ,  1.7332281 ,  0.762107  ,
 -1.1152996 , -1.212613  ,  1.9574593 , -0.02835927,  1.9320109 ,
  0.0791099 ]"
Day 3_Y8-2-L.png,"[ 0.71109605, -3.0785332 ,  1.975464  , -2.3339381 , -2.6589398 ,
 -0.43024227,  1.409738  ,  0.13486078,  3.773982  ,  2.3617876 ,
 -2.98834   , -1.7727487 ,  2.6145988 , -0.35052735,  2.7332275 ,
 -0.23257072]"
Day 13_A8-5-R.png,"[ 0.3166265 ,  2.141326  , -1.7329721 ,  2.3086638 ,  1.1895272 ,
  0.07850428, -1.0718551 , -0.6773059 , -2.0548675 , -0.7415993 ,
  1.5427084 ,  1.2663703 , -1.9434421 ,  0.17092714, -2.1340852 ,
 -0.31262383]"
Day 7_Y8-3-R.png,"[-1.1501266 ,  2.1546116 , -0.45499316,  0.99612916,  2.1034162 ,
  0.27563933, -0.53076565,  0.46339777, -2.3109155 , -1.8878462 ,
  1.9154556 ,  0.517304  , -1.3653119 , -0.07112867, -1.552307  ,
  0.73161805]"
Day 0_A8-5-R.png,"[-1.7953151 , -0.49776417,  2.0770957 , -1.5237533 , -0.3520936 ,
 -0.11904915,  0.8409897 ,  1.8204036 ,  0.74042875, -0.19890216,
 -0.10496998, -1.5941098 ,  1.9088166 , -0.1897469 ,  1.4531271 ,
  0.96657825]"
Day 14_Y8-3-R.png,"[ 1.5630484 ,  3.0739121 , -3.7130945 ,  4.309452  ,  1.1606877 ,
  0.06552646, -1.7793852 , -1.8804559 , -2.4468393 , -0.05287087,
  1.563803  ,  2.1961675 , -3.5697644 ,  0.21948361, -3.5840065 ,
 -1.1592929 ]"
Day 8_Y8-2-R.png,"[-0.20664643,  1.7480724 , -0.983392  ,  1.5441688 ,  1.2355818 ,
  0.16345763, -0.70175344, -0.5284791 , -1.4410642 , -0.8278375 ,
  1.3530579 ,  0.6690038 , -1.3590969 , -0.09449202, -1.4229475 ,
 -0.14807482]"
Day 10_A8-3-L.png,"[-1.0707068 ,  2.3027434 , -0.53064746,  1.3357338 ,  2.02967   ,
  0.27839738, -0.58724797,  0.27336094, -2.2184978 , -1.6762937 ,
  1.9572437 ,  0.50350225, -1.4895872 , -0.10717915, -1.6676697 ,
  0.48979306]"
Day 8_A8-4-R.png,"[-1.7506334 ,  1.7210865 ,  0.4799709 ,  0.04714586,  1.8248938 ,
  0.22393565, -0.15715012,  0.9903161 , -2.1130142 , -2.0357943 ,
  1.8966818 , -0.02869266, -0.51228416, -0.08265741, -0.75298876,
  1.1761874 ]"
Day 4_A8-3-L.png,"[-2.3021896 , -1.7313242 ,  2.989139  , -3.4356036 , -0.34728843,
  0.05680037,  1.0746179 ,  1.8994032 ,  0.85182786, -1.1094956 ,
 -0.00718515, -1.7297804 ,  2.640861  ,  0.06919909,  2.9220493 ,
  1.0517527 ]"
Day 14_A8-5-R.png,"[ 1.5503771 ,  3.0141811 , -3.8360538 ,  4.343211  ,  1.9276601 ,
  0.26844674, -1.777365  , -2.0233898 , -2.6746023 , -0.07616251,
  1.7188652 ,  2.6135395 , -3.8941143 ,  0.20814879, -3.874314  ,
 -1.5223277 ]"
Day 0_Y8-3-R.png,"[ 2.443738  , -4.3275976 ,  1.5866629 , -1.743798  , -5.163857  ,
 -0.99340355,  1.692271  , -0.59923106,  6.158224  ,  5.206022  ,
 -5.3571568 , -2.2064848 ,  3.4241965 , -0.49388674,  3.2883048 ,
 -1.1158646 ]"
Day 7_A8-5-R.png,"[-2.9608185 ,  0.23047099,  2.3249977 , -2.5679848 ,  1.1840149 ,
  0.36360073,  0.63849556,  2.513624  , -1.2978992 , -2.537411  ,
  1.781926  , -1.2227232 ,  1.3990507 ,  0.06334354,  1.5085323 ,
  1.6604135 ]"
Day 13_Y8-3-R.png,"[ 2.4343483 ,  2.9184575 , -4.1052065 ,  4.815241  ,  0.59567636,
 -0.08072124, -2.0212255 , -2.3690248 , -2.1623127 ,  0.620689  ,
  1.1737264 ,  2.6291363 , -3.618759  ,  0.39719927, -3.8116663 ,
 -1.7734828 ]"
Day 15_Y8-1-L.png,"[ 1.8095936 ,  2.3634381 , -3.2294278 ,  3.6954849 ,  0.6647751 ,
 -0.01268148, -1.6147338 , -1.8028618 , -1.8156196 ,  0.289468  ,
  1.0989876 ,  2.0797997 , -2.9565203 ,  0.3174646 , -2.9697814 ,
 -1.364611  ]"
Day 6_Y8-1-L.png,"[-1.5737303 ,  1.1177363 ,  0.6964212 , -0.28561217,  1.3043026 ,
  0.2026589 ,  0.04407347,  0.94749314, -1.1601871 , -1.4111327 ,
  1.2781991 , -0.34800896, -0.13660827, -0.11856972, -0.23585354,
  0.83365625]"
Day 3_A8-4-L.png,"[-0.91162485, -1.2004956 ,  1.4611323 , -2.404421  ,  0.5217969 ,
  0.3399395 ,  0.79699814,  0.61242497,  0.7462088 , -0.51876605,
 -0.0864301 , -0.7332956 ,  0.9694413 , -0.16316605,  1.4865056 ,
  0.47550452]"
Day 4_Y8-2-L.png,"[ 2.490538  , -5.504719  ,  1.6992717 , -1.9456806 , -6.5715156 ,
 -1.3247652 ,  1.5987097 , -0.65905625,  6.6955028 ,  5.2828684 ,
 -5.8145247 , -2.354669  ,  4.6447253 , -0.03068857,  4.4867787 ,
 -1.4593568 ]"
Day 6_Y8-3-L.png,"[-1.1918702 ,  0.5031936 ,  0.7821108 , -0.41668674,  0.5635713 ,
  0.04959173,  0.08293358,  0.83785474, -0.48751375, -0.96657544,
  0.8588243 , -0.40880057,  0.26877195,  0.02523952,  0.25666806,
  0.6374801 ]"
Day 12_A8-5-L.png,"[-0.22320291,  3.096278  , -1.7583572 ,  2.7796485 ,  2.2350788 ,
  0.1675785 , -1.0776159 , -0.37318295, -2.9390402 , -1.4259559 ,
  2.0966167 ,  1.3638616 , -2.5315855 , -0.04731125, -2.7801523 ,
  0.18148553]"
Day 15_Y8-3-L.png,"[ 2.0134697 ,  2.383579  , -3.4839675 ,  4.2400703 ,  0.7638307 ,
  0.02760594, -1.6897719 , -1.957273  , -1.6626006 ,  0.5694047 ,
  0.89226085,  2.0950952 , -3.2315347 ,  0.26291385, -3.1101751 ,
 -1.6833805 ]"
Day 1_A8-5-L.png,"[ 0.8884405 , -3.5554457 ,  1.6764312 , -1.8714031 , -4.036302  ,
 -0.793666  ,  1.2260821 ,  0.19991277,  4.4661026 ,  3.2982883 ,
 -3.5704706 , -1.887299  ,  3.3327556 , -0.16455884,  3.263911  ,
 -0.68277013]"
Day 13_Y8-1-R.png,"[ 1.9497006e+00,  2.1986854e+00, -3.3702233e+00,  3.8720815e+00,
  5.3614050e-01, -2.5762301e-03, -1.6010342e+00, -1.9947648e+00,
 -1.5057837e+00,  6.2826312e-01,  7.8196424e-01,  2.0854623e+00,
 -3.0218794e+00,  2.7526900e-01, -2.9927380e+00, -1.6712142e+00]"
Day 0_Y8-1-R.png,"[ 1.2035879 , -3.5241866 ,  1.675486  , -1.9681531 , -3.79657   ,
 -0.6853208 ,  1.369077  , -0.07738692,  4.5288067 ,  3.4386392 ,
 -3.682574  , -1.9194206 ,  3.3024218 , -0.3593977 ,  2.9421706 ,
 -0.7065232 ]"
Day 9_A8-3-L.png,"[-0.56215566,  3.1526816 , -1.4928524 ,  2.4543545 ,  2.3104925 ,
  0.21279593, -1.0310712 , -0.20826651, -2.9636338 , -1.7886302 ,
  2.2983265 ,  1.1141471 , -2.3621716 , -0.07789076, -2.6948328 ,
  0.43747422]"
Day 11_Y8-2-R.png,"[ 1.7018744 ,  2.704356  , -3.3847613 ,  4.096327  ,  1.0141809 ,
  0.00675454, -1.7322791 , -1.8242496 , -2.3102646 ,  0.02370308,
  1.340538  ,  2.2869964 , -3.2396207 ,  0.2834667 , -3.3761525 ,
 -1.0861921 ]"
Day 2_Y8-2-R.png,"[ 2.9858444 , -6.991658  ,  2.8385863 , -4.9018674 , -5.9037623 ,
 -0.8029625 ,  2.682185  , -0.7394057 ,  7.3556943 ,  5.6378517 ,
 -6.632595  , -2.6540182 ,  5.1723266 , -0.40430474,  5.281763  ,
 -1.0634259 ]"
Day 11_A8-3-R.png,"[-0.543006  ,  3.1851916 , -1.441846  ,  2.5441742 ,  2.366665  ,
  0.15790421, -0.98734784, -0.21082672, -3.1094992 , -1.731203  ,
  2.274499  ,  1.1800148 , -2.368938  , -0.1119878 , -2.7771378 ,
  0.56471443]"
Day 2_A8-3-R.png,"[ 0.11709454, -3.8124125 ,  2.0444052 , -4.650344  , -0.9382329 ,
  0.38441652,  1.5196981 ,  0.52628857,  2.232637  ,  0.48088863,
 -1.6600443 , -1.1550173 ,  2.3161726 , -0.13196403,  3.1636655 ,
  0.55747336]"
Day 5_Y8-1-R.png,"[-0.4739199 , -0.67269033, -0.08947749, -1.7754763 ,  2.151313  ,
  0.8189406 , -0.07424181,  0.0412491 , -0.81810194, -1.4162905 ,
  1.0230166 ,  0.73510945, -0.7186559 ,  0.2629633 ,  0.41202536,
 -0.05708525]"
Day 13_A8-4-R.png,"[-0.4958043 ,  2.3110976 , -1.0765388 ,  1.7635099 ,  1.6205075 ,
  0.20370537, -0.91234297, -0.0125859 , -2.2770865 , -1.4450887 ,
  1.9433919 ,  0.8851134 , -1.7154788 ,  0.12663725, -1.8282223 ,
  0.03398848]"
Day 7_Y8-2-R.png,"[-0.5419834 ,  2.9000397 , -1.3066972 ,  2.324609  ,  2.340138  ,
  0.24456221, -0.8781457 , -0.27324867, -2.5999365 , -1.540571  ,
  2.0304952 ,  0.9511519 , -2.3104105 , -0.1407264 , -2.488985  ,
  0.3585543 ]"
Day 0_A8-4-R.png,"[ 0.2223229 , -1.8292668 ,  1.1209773 , -0.7138981 , -2.338222  ,
 -0.45382345,  0.65550196,  0.48949704,  2.5039122 ,  2.010971  ,
 -1.9643503 , -1.2480272 ,  1.9910474 , -0.14760472,  1.7660997 ,
 -0.64739776]"
Day 14_Y8-2-R.png,"[ 2.243302  ,  2.1499414 , -3.7565978 ,  4.3014097 ,  0.06855339,
 -0.14118096, -1.5782442 , -1.9538821 , -0.9785486 ,  1.0650318 ,
  0.15486977,  1.8428096 , -3.1296382 ,  0.20408879, -2.9708667 ,
 -1.7580484 ]"
Day 10_Y8-3-L.png,"[ 1.2973185 ,  3.2390168 , -3.3830929 ,  4.2376504 ,  1.4399339 ,
  0.06626275, -1.7048218 , -1.601309  , -2.737698  , -0.35438576,
  1.7203996 ,  2.2138057 , -3.4974613 ,  0.1874655 , -3.646256  ,
 -0.9055076 ]"
Day 3_Y8-3-L.png,"[-1.4141545 ,  0.2621973 ,  0.6922241 , -1.2923865 ,  1.4641137 ,
  0.423946  ,  0.20066535,  0.67086524, -0.72670937, -1.6833073 ,
  1.1770761 , -0.15925823, -0.11954644, -0.04189765,  0.38528422,
  0.67294055]"
Day 8_Y8-3-R.png,"[-0.39294827,  2.6108541 , -1.2483771 ,  2.218839  ,  1.9977401 ,
  0.1715232 , -0.8172529 , -0.5032644 , -2.2543921 , -1.3343287 ,
  1.8284123 ,  0.8429267 , -2.0705957 , -0.16625199, -2.3242023 ,
  0.3344899 ]"
Day 14_A8-3-R.png,"[-0.0071567 ,  2.46837   , -1.8225402 ,  2.302297  ,  1.9870605 ,
  0.32677904, -1.0486172 , -0.5875353 , -2.2300925 , -1.0881954 ,
  1.8044573 ,  1.3089603 , -2.374448  ,  0.03081354, -2.4163694 ,
 -0.3543782 ]"
Day 9_A8-5-L.png,"[-0.56412035,  2.464188  , -1.0344179 ,  1.9288151 ,  1.9674067 ,
  0.20996669, -0.7288622 , -0.30543587, -2.2234266 , -1.375196  ,
  1.8222106 ,  0.78043437, -1.8386648 , -0.15395567, -2.0478685 ,
  0.32473385]"
Day 1_A8-3-L.png,"[-1.1493566 , -0.43376076,  1.4106413 , -1.1438377 , -0.19653141,
 -0.05305582,  0.5060151 ,  1.0453295 ,  0.60373855, -0.19375104,
 -0.02648884, -0.97127247,  1.1513977 , -0.09987152,  1.062728  ,
  0.46982446]"
Day 12_A8-3-L.png,"[-0.23827079,  3.372941  , -1.7946855 ,  3.1379626 ,  2.366598  ,
  0.18595047, -1.1283432 , -0.65698874, -2.9760537 , -1.5011967 ,
  2.2334228 ,  1.2818348 , -2.7835398 , -0.16449094, -3.138018  ,
  0.2196452 ]"
Day 8_Y8-1-R.png,"[-0.23803648,  2.581583  , -1.4394977 ,  2.4178996 ,  2.1177611 ,
  0.2718871 , -0.92262673, -0.57609004, -2.2124786 , -1.2377104 ,
  1.7760782 ,  1.0061088 , -2.2837992 , -0.13409825, -2.3774462 ,
 -0.08132669]"
Day 3_Y8-1-L.png,"[-0.11505825, -0.99808776,  0.56882477, -1.6450769 ,  0.43919975,
  0.34121254,  0.43331534,  0.06649355,  0.5094323 , -0.17219448,
 -0.2719034 , -0.2061459 ,  0.37485906, -0.1179062 ,  0.80706286,
  0.05814505]"
Day 10_Y8-1-L.png,"[-0.09609748,  2.3629901 , -1.5734591 ,  2.3079712 ,  1.9898677 ,
  0.3031567 , -0.9198761 , -0.57353234, -2.013782  , -1.0766227 ,
  1.6208873 ,  1.1624902 , -2.2847729 , -0.066213  , -2.2319717 ,
 -0.29993284]"
Day 1_Y8-2-L.png,"[ 1.3877257 , -3.0850024 ,  0.6055143 , -0.80071735, -4.0751696 ,
 -0.7947946 ,  0.7557543 , -0.5228621 ,  3.994692  ,  3.0199978 ,
 -3.3017633 , -1.2746809 ,  2.4149857 ,  0.12175888,  2.5985386 ,
 -1.2097433 ]"
Day 15_A8-4-L.png,"[ 1.2182677 ,  2.7854156 , -3.0071998 ,  3.8502588 ,  1.1854795 ,
  0.13558725, -1.5658027 , -1.5038209 , -2.0558429 , -0.08762824,
  1.3885298 ,  1.8793083 , -3.088932  ,  0.21304831, -3.0737646 ,
 -1.3618131 ]"
Day 12_Y8-2-L.png,"[ 0.89413154,  2.447907  , -2.5216758 ,  3.4420803 ,  1.101635  ,
  0.03394511, -1.2360178 , -1.2864383 , -1.6901356 , -0.13688995,
  1.09385   ,  1.5219485 , -2.7014413 ,  0.20628117, -2.6020155 ,
 -0.5932688 ]"
Day 6_A8-4-L.png,"[-0.6457823 , -2.7526517 ,  2.7328708 , -3.3628435 , -1.7383307 ,
 -0.19090839,  1.428685  ,  1.0749954 ,  2.8742812 ,  0.91286147,
 -1.7001675 , -1.9606677 ,  2.9486382 , -0.17872204,  3.1614423 ,
  0.59043366]"
Day 2_A8-5-R.png,"[-0.901413  , -1.7346609 ,  1.5237595 , -3.1818478 ,  0.5920304 ,
  0.5177272 ,  0.97316223,  0.6849372 ,  0.6713308 , -0.75371474,
 -0.1253397 , -0.7148695 ,  1.0916975 , -0.15769632,  1.7964275 ,
  0.75294244]"
Day 11_A8-5-R.png,"[ 0.59942037,  3.4125345 , -2.6778784 ,  3.7740772 ,  1.9796209 ,
  0.1083713 , -1.4744332 , -1.0914255 , -2.9948852 , -0.9766974 ,
  1.9967079 ,  1.8877134 , -3.1665537 ,  0.031126  , -3.4364872 ,
 -0.3024702 ]"
Day 5_Y8-3-R.png,"[-1.7970623 , -0.60208464,  1.376754  , -3.0298986 ,  2.1270773 ,
  0.80878216,  0.52897054,  1.0422266 , -0.8953101 , -2.4223764 ,
  1.4021453 , -0.1942947 ,  0.24718064, -0.00796875,  1.2225301 ,
  1.1242447 ]"
Day 4_Y8-2-R.png,"[-2.1748893 , -1.3219907 ,  2.457173  , -2.9524477 ,  0.22597103,
  0.2549293 ,  0.83273846,  1.5622413 ,  0.3388647 , -1.3426057 ,
  0.32648447, -1.3105706 ,  2.032991  ,  0.02935849,  2.5053613 ,
  0.85645616]"
Day 10_Y8-1-R.png,"[ 0.03445609,  3.1412911 , -2.0563927 ,  3.0464618 ,  2.1530497 ,
  0.18680003, -1.1480423 , -0.7089866 , -2.7881796 , -1.2946111 ,
  2.0158217 ,  1.4638397 , -2.7332237 , -0.08689186, -2.9850502 ,
 -0.0354221 ]"
Day 7_A8-4-L.png,"[-1.5812902 ,  1.7293527 ,  0.2788866 ,  0.24600005,  1.8550403 ,
  0.26363325, -0.25740182,  0.95765173, -2.0317607 , -1.999653  ,
  1.8961599 ,  0.10381374, -0.6940247 , -0.0334685 , -0.852223  ,
  0.98403025]"
Day 3_A8-3-R.png,"[ 0.24047513, -3.0203433 ,  1.7982861 , -3.2172985 , -1.4483557 ,
  0.05709343,  1.3517357 ,  0.21736369,  2.8241622 ,  1.1948314 ,
 -2.092791  , -1.3587476 ,  2.10778   , -0.25840375,  2.7042236 ,
  0.16565634]"
Day 6_A8-3-L.png,"[-0.20556426, -6.407715  ,  3.6495109 , -8.373952  , -1.7033792 ,
  0.5873235 ,  2.001537  ,  0.5770864 ,  3.5634115 , -0.11565409,
 -2.4713385 , -1.8468193 ,  4.162539  ,  0.15174852,  6.138362  ,
  0.9454984 ]"
Day 3_A8-5-L.png,"[ -0.43521544,  -8.776703  ,   5.163216  , -11.693687  ,  -1.6579968 ,
   0.9350374 ,   2.9521058 ,   1.2928512 ,   4.0418434 ,  -0.63299435,
  -2.965869  ,  -2.4155102 ,   5.4507565 ,   0.22470301,   7.954001  ,
   1.7246208 ]"
Day 9_A8-4-L.png,"[-1.2408571 ,  1.7914971 , -0.00811975,  0.6047091 ,  1.658052  ,
  0.17557625, -0.34233883,  0.57047546, -1.9460787 , -1.6858145 ,
  1.7340676 ,  0.22370824, -0.8190592 , -0.05460194, -1.0437361 ,
  0.7919095 ]"
