Mouse ID,Embedding
Day 15_A8-3-L.png,"[-5.3664911e-01  2.2295697e+00 -1.0419830e+00  1.7003342e+00
  1.8088355e+00  2.8593123e-01 -7.7313799e-01 -1.8266462e-01
 -2.0450408e+00 -1.3527898e+00  1.7700552e+00  8.3934301e-01
 -1.8026564e+00 -6.7403354e-04 -1.7890704e+00 -5.9437767e-02]"
Day 9_Y8-3-L.png,"[ 0.0614684   3.0824757  -2.0743608   3.048209    1.9463705   0.13780102
 -1.2057312  -0.6510175  -2.805128   -1.2255713   2.027164    1.4855304
 -2.6869326   0.03703787 -2.8730454   0.00936428]"
Day 0_A8-3-R.png,"[ 1.6144767  -5.9405627   2.7462456  -4.4349613  -4.6787624  -0.5184435
  2.0972404  -0.16768457  5.9492745   3.7221985  -4.990976   -2.4081163
  4.703685   -0.33823413  4.7472706  -0.3897332 ]"
Day 13_A8-3-R.png,"[-0.3293917   1.6882808  -0.85342467  1.2937866   1.3669856   0.22233485
 -0.6633837  -0.27474678 -1.5140918  -1.0064256   1.3796985   0.7300886
 -1.3884012   0.00859643 -1.3501611  -0.00709698]"
Day 9_Y8-1-L.png,"[-0.35870373  2.560731   -1.3089273   2.125866    1.7076063   0.16067922
 -0.9260419  -0.2013631  -2.3693788  -1.2892351   1.8460209   0.99746823
 -1.935312    0.01906872 -2.1972446   0.09547321]"
Day 8_A8-5-R.png,"[-1.0002143   1.7723023  -0.29089135  0.85247815  1.6730131   0.24231587
 -0.4568849   0.3670358  -1.7724575  -1.4865131   1.6249477   0.3605746
 -1.106305    0.00632818 -1.1488056   0.41776738]"
Day 3_A8-5-L.png,"[ -0.67152846  -7.383101     4.590699   -10.124688    -1.1319535
   0.8783137    2.5294392    1.2438947    3.1480334   -0.8560056
  -2.3174975   -2.1290843    4.6921935    0.16112223   6.8235607
   1.6159674 ]"
Day 4_Y8-3-L.png,"[-1.3941294  -0.15956232  1.1380165  -1.257187    0.5751047   0.16959214
  0.21736878  0.85788053 -0.3340822  -1.0636266   0.6619038  -0.5617633
  0.7109106   0.01732895  0.8927407   0.4632637 ]"
Day 10_A8-5-L.png,"[-1.5939466e+00  1.8582978e+00  1.0636956e-01  3.7227950e-01
  1.8338156e+00  2.7186540e-01 -3.1383309e-01  9.4488859e-01
 -2.2093132e+00 -2.0324364e+00  2.0156097e+00  1.4028043e-01
 -8.0517930e-01  2.1048933e-03 -9.0216869e-01  9.3020374e-01]"
Day 2_Y8-1-R.png,"[-0.75869447 -1.8480524   1.7164769  -3.2665982   0.37494364  0.43993786
  0.9191673   0.65036535  0.89989114 -0.6161234  -0.36077175 -0.7225283
  1.2185926  -0.09225942  2.0772567   0.58010054]"
Day 11_Y8-1-R.png,"[ 1.2647682   2.9509487  -3.1059258   3.8435934   1.4555409   0.03975975
 -1.6209465  -1.5786567  -2.504344   -0.3654634   1.5779575   2.2349007
 -3.167107    0.20170929 -3.3513591  -0.9257838 ]"
Day 14_A8-4-R.png,"[-0.26174337  2.8077261  -1.7599949   2.4702609   2.084166    0.22357157
 -1.144109   -0.29506707 -2.663855   -1.4763508   2.094276    1.3173615
 -2.4469059   0.01749865 -2.6579535   0.13534069]"
Day 0_Y8-2-R.png,"[ 1.3763077  -4.9174705   2.4233146  -2.72239    -5.095702   -0.92429703
  1.7186351   0.17094104  5.787657    4.382229   -4.801769   -2.5181172
  4.4390807  -0.33782566  4.0135927  -0.7481721 ]"
Day 7_A8-4-R.png,"[-2.6589804   0.49392152  1.9386767  -2.0654643   1.4147369   0.32542992
  0.49411783  2.1779046  -1.4190477  -2.4499772   1.7318699  -1.0111829
  1.0424258   0.00708789  1.1046873   1.62351   ]"
Day 13_Y8-2-R.png,"[ 1.5527467   2.737407   -3.3919501   4.007861    0.8475578  -0.01293681
 -1.6625596  -1.7706385  -1.9724894   0.07567966  1.1934001   2.1622057
 -3.2900724   0.32622606 -3.247934   -1.2665571 ]"
Day 9_A8-4-L.png,"[-0.6891945   1.8072612  -0.5297353   1.1833764   1.3368448   0.10223012
 -0.5783837   0.16346656 -1.8074857  -1.2681645   1.5507761   0.54482186
 -1.1624064   0.04471941 -1.2735624   0.3939111 ]"
Day 5_A8-3-R.png,"[-1.3856058  -1.9872794   1.527532   -4.9974375   2.365059    1.1075624
  0.72943664  1.0293537  -0.8020587  -2.4043138   1.0593388   0.01321173
  0.6451412   0.2522109   1.9574276   0.9633233 ]"
Day 14_Y8-1-R.png,"[ 1.5496296   2.6931798  -3.400842    4.02307     0.94573677  0.03582533
 -1.6653843  -1.7931864  -2.1933928   0.0295128   1.3085312   2.200287
 -3.2616966   0.26642016 -3.4038565  -1.2284287 ]"
Day 7_Y8-1-R.png,"[-1.3563548   1.851508    0.02088284  0.40005454  2.0294151   0.24078
 -0.33659667  0.77688724 -2.1343365  -2.0306942   1.8670361   0.2409004
 -0.95534635 -0.07881225 -1.0938407   1.0074102 ]"
Day 2_A8-4-R.png,"[ 1.3598399  -4.5663753   2.3456547  -3.3459744  -3.753384   -0.51210105
  1.8293936  -0.11917239  5.1336093   3.4078076  -4.203878   -2.0573182
  3.525504   -0.29929838  3.8689115  -0.514879  ]"
Day 11_A8-4-R.png,"[ 0.00694242  3.0161128  -1.9729735   2.9322836   2.0328455   0.17617154
 -1.1311431  -0.6081987  -2.8718462  -1.1863655   2.0144634   1.433004
 -2.625231   -0.03347778 -2.8800607  -0.05315561]"
Day 5_Y8-2-R.png,"[-1.8157047   0.00899289  0.8526021  -2.7546256   2.9003549   0.965748
  0.24859804  1.0298055  -1.7814207  -2.815985    1.9852139   0.23636952
 -0.3706267   0.02257495  0.39999503  1.0587416 ]"
Day 1_Y8-3-L.png,"[ 0.2745641  -0.28365055 -0.06445693  0.33289906 -0.82035935 -0.24766561
  0.06064273 -0.15916093  0.84773874  0.66574633 -0.64785564 -0.26388165
  0.31432095  0.0155796   0.34255    -0.31745884]"
Day 15_A8-5-L.png,"[ 0.4797344   2.5376081  -2.2614956   2.8436017   1.487632    0.20272301
 -1.3277683  -0.9634808  -2.1289494  -0.7311385   1.6247861   1.5245188
 -2.6075819   0.21207628 -2.4875233  -0.81204045]"
Day 12_Y8-3-L.png,"[ 1.2476549   2.823614   -3.0265162   3.967374    1.1954542   0.02993091
 -1.6393653  -1.5986035  -2.258864   -0.21971585  1.4925339   2.087805
 -3.238964    0.26147643 -3.351749   -0.99821293]"
Day 6_A8-5-L.png,"[-1.2007318  -1.8991921   2.636289   -2.7997296  -1.1241646  -0.15410107
  1.2043337   1.3355684   2.0298083   0.3543546  -1.0260739  -1.8338001
  2.47284    -0.18107215  2.5669782   0.6839335 ]"
Day 12_Y8-1-L.png,"[ 1.9361039   2.6726782  -3.5769184   4.2796      1.0300401  -0.00981422
 -1.8107214  -2.0916116  -2.1000345   0.30456364  1.1503885   2.3712091
 -3.3366177   0.32610688 -3.3958642  -1.404237  ]"
Day 1_Y8-1-L.png,"[ 1.0805393  -1.4847676   0.2668391  -0.04243916 -2.631179   -0.65688616
  0.46475914 -0.46743992  2.6332734   2.5472684  -2.2468615  -0.9246042
  1.4883621  -0.09572583  1.3796017  -0.69005996]"
Day 8_A8-3-R.png,"[-1.1196369   1.1325562   0.32664993  0.07699679  1.1467124   0.16571344
 -0.06096445  0.49984053 -1.0271327  -1.1771388   1.1699588  -0.14104243
 -0.34022284 -0.15510435 -0.43183872  0.54783535]"
Day 10_Y8-2-L.png,"[ 0.21647751  2.430943   -1.9211481   2.7152393   1.4739267   0.11207259
 -1.0972693  -0.6690297  -2.1108701  -0.8492963   1.5735778   1.3243244
 -2.3530743   0.1378813  -2.3960555  -0.2501047 ]"
Day 4_A8-4-L.png,"[-1.778671    0.11149026  1.3112543  -1.4517974   0.92481357  0.19203621
  0.34096402  1.2528385  -0.8394352  -1.5364625   0.96572864 -0.58129287
  0.6400533   0.03475081  0.78432995  0.95881075]"
Day 3_Y8-2-L.png,"[-0.07213373 -1.850981    1.4041307  -1.9167889  -1.1216646  -0.05653362
  0.9412488   0.3649486   2.025214    1.0013577  -1.4608605  -1.12977
  1.5969521  -0.2591014   1.7906674   0.01154886]"
Day 13_A8-5-R.png,"[ 1.95189     2.8147085  -3.5629559   4.391987    0.9119788  -0.08153021
 -1.8321152  -2.0697846  -2.3648636   0.28464195  1.3036995   2.4057286
 -3.2246153   0.3175686  -3.5406985  -1.2262175 ]"
Day 7_Y8-3-R.png,"[-1.1859825   2.4410524  -0.4880621   1.1952502   2.1871943   0.23934577
 -0.5949516   0.53600824 -2.5198505  -1.9646013   2.1097677   0.5514846
 -1.4700907  -0.05525172 -1.7218244   0.8310133 ]"
Day 0_A8-5-R.png,"[-1.9771354e+00 -5.3744006e-01  2.0725071e+00 -1.8223698e+00
 -3.3793014e-02 -8.7220781e-04  7.6418865e-01  1.7643446e+00
  4.7296587e-01 -6.0588944e-01  1.1882695e-01 -1.4769276e+00
  1.7791121e+00 -1.3406673e-01  1.5272560e+00  9.4899315e-01]"
Day 14_Y8-3-R.png,"[ 1.5368162   3.17124    -3.7480485   4.444494    1.3128251   0.06631498
 -1.7923226  -1.8433715  -2.5617595  -0.15113471  1.5969456   2.2467356
 -3.679338    0.20040384 -3.719653   -1.1258153 ]"
Day 8_Y8-2-R.png,"[-0.01613223  1.0359868  -0.6219015   1.0261536   0.47309524  0.04134269
 -0.3270935  -0.43414643 -0.5189141  -0.25760037  0.636       0.18583363
 -0.7199556  -0.16548075 -0.8563609  -0.13062517]"
Day 10_A8-3-L.png,"[-1.0476953   2.3142269  -0.5396876   1.3446548   2.0418022   0.26587668
 -0.5961021   0.3155807  -2.2332966  -1.6826173   1.9349368   0.5009965
 -1.4548359  -0.11176027 -1.6373582   0.47865775]"
Day 3_A8-3-L.png,"[-1.1645308  -1.2151859   1.7411119  -2.8360672   0.97907585  0.5069656
  0.92169094  0.7622309   0.41494754 -1.0471444   0.20280322 -0.5663911
  0.81689537 -0.14011088  1.604331    0.7978605 ]"
Day 8_A8-4-R.png,"[-1.8901316   1.2247311   0.93862146 -0.5653301   1.5315603   0.21572988
  0.02378295  1.2444803  -1.703482   -2.0071874   1.6919594  -0.3755993
 -0.02327989 -0.0436504  -0.10626365  1.1900669 ]"
Day 4_A8-3-L.png,"[-1.8851676   0.29305866  1.4033803  -1.4313606   0.9611465   0.18897195
  0.3363534   1.226375   -0.88229185 -1.6974666   1.1423073  -0.59594285
  0.63551205  0.02192516  0.7508619   1.0840815 ]"
Day 14_A8-5-R.png,"[ 0.7730204   3.028472   -2.9395432   3.6352758   1.9946882   0.24948351
 -1.4963465  -1.3089536  -2.6544034  -0.7100948   1.8176218   1.9999979
 -3.2746212   0.06828603 -3.333806   -0.716797  ]"
Day 0_Y8-3-R.png,"[ 0.81068814 -2.65643     1.0996695  -1.972027   -2.1499703  -0.27115127
  1.0476357   0.04440089  3.1670163   1.9954418  -2.4366949  -1.2015951
  2.0815635  -0.2110572   2.1921864  -0.21787314]"
Day 7_A8-5-R.png,"[-2.6275952   0.8604325   1.6578964  -1.6638553   1.6428236   0.36284634
  0.3280373   2.1315174  -1.7208791  -2.5285552   1.9715133  -0.7796489
  0.6423887   0.03020925  0.6394625   1.481581  ]"
Day 13_Y8-3-R.png,"[ 2.1363726   2.809526   -3.8020911   4.4391317   0.7467369  -0.02268802
 -1.9165932  -2.1399436  -2.1094608   0.45145464  1.1957523   2.4294093
 -3.4237556   0.35940158 -3.567228   -1.6570214 ]"
Day 15_Y8-1-L.png,"[ 2.0338461   2.7484446  -3.6557355   4.4234085   1.023046   -0.02542093
 -1.8781943  -2.1650789  -2.2341983   0.35418132  1.2087742   2.4826663
 -3.2909625   0.3759567  -3.539006   -1.3645582 ]"
Day 6_Y8-1-L.png,"[-1.6324017   1.0778767   0.902325   -0.3667219   1.1690991   0.1215914
  0.10557871  1.0443321  -1.056977   -1.363541    1.2433603  -0.50162905
  0.11493796 -0.1345102  -0.14078878  0.96863693]"
Day 3_A8-4-L.png,"[-1.4569964  -3.2964249   2.8396294  -5.7089086   0.36805436  0.66107446
  1.4142272   1.003579    1.2500596  -1.4138793  -0.25404897 -1.0264691
  2.19741     0.03935517  3.6514087   1.1427364 ]"
Day 4_Y8-2-L.png,"[ 2.5326161  -5.0129147   1.3671556  -1.5204321  -6.2369246  -1.2757976
  1.3887374  -0.86074835  6.1355653   5.058395   -5.413712   -2.07096
  4.1576777   0.01893636  3.9587553  -1.3743379 ]"
Day 10_A8-4-L.png,"[-0.9253731   2.6522655  -0.79398936  1.7143202   2.1599126   0.22789654
 -0.74212736  0.1098262  -2.6252499  -1.8079867   2.1528966   0.7255917
 -1.7896386  -0.0559122  -2.007046    0.55593985]"
Day 6_Y8-3-L.png,"[-1.307333    0.23522496  1.0437884  -0.7113305   0.44236413  0.05357063
  0.20741129  1.021046   -0.24909684 -0.92189926  0.7352893  -0.57345605
  0.55292845  0.01903433  0.5797059   0.6524149 ]"
Day 12_A8-5-L.png,"[-0.32266185  2.9323974  -1.5563866   2.523918    2.2039998   0.14764965
 -0.9512679  -0.24913153 -2.8212664  -1.3777955   1.9705541   1.2058979
 -2.2969368  -0.0830715  -2.5447474   0.28262132]"
Day 15_Y8-3-L.png,"[ 2.208114    2.7037613  -3.8217413   4.739639    0.6398783  -0.0311128
 -1.8711712  -2.1425376  -1.8220292   0.70838046  0.97635686  2.3107538
 -3.4973435   0.29358003 -3.4600022  -1.8634256 ]"
Day 1_A8-5-L.png,"[ 0.729409   -1.5836112   0.7186675  -0.46482557 -2.3975239  -0.6037592
  0.57681495 -0.1817761   2.5618024   2.1923618  -2.1194     -1.1132185
  1.6320179  -0.20302661  1.4048352  -0.4410045 ]"
Day 13_Y8-1-R.png,"[ 2.3256605   2.6213787  -3.90109     4.518802    0.43033975 -0.07949895
 -1.8890924  -2.2692554  -1.8200725   0.6585819   1.0059735   2.4494276
 -3.4200368   0.37778488 -3.5441396  -1.7433393 ]"
Day 0_Y8-1-R.png,"[ 0.3079101  -2.8350375   1.8960516  -2.0206761  -2.7548084  -0.50160956
  1.2767788   0.4723931   3.587608    2.3371727  -2.7459471  -1.8722765
  3.0001802  -0.35739282  2.656675   -0.2405559 ]"
Day 9_A8-3-L.png,"[-0.6975208   2.8299792  -1.2029775   2.063161    2.1894202   0.23587531
 -0.89301157 -0.01649639 -2.6996658  -1.7710574   2.1633153   0.9387307
 -2.0576491  -0.06876791 -2.3250444   0.43271646]"
Day 5_A8-4-R.png,"[-0.92450666 -2.1127582   1.9012246  -3.7336795   0.59074736  0.5276093
  1.0764996   0.71000254  0.86775666 -0.87701297 -0.20027894 -0.77809316
  1.231173   -0.1257921   2.2695467   0.72852975]"
Day 11_Y8-2-R.png,"[ 1.8995906   3.109557   -3.8072112   4.5955315   1.1003629  -0.03112486
 -1.9184551  -2.1012561  -2.6192315   0.02372696  1.4820927   2.5951705
 -3.6030242   0.3109424  -3.792028   -1.200051  ]"
Day 2_Y8-2-R.png,"[ 1.4728848  -3.934647    1.9306378  -3.1173453  -2.7696915  -0.29270992
  1.6777431  -0.3838857   4.490562    3.0950487  -3.692772   -1.7350249
  2.8506036  -0.38230205  3.0440996  -0.58769447]"
Day 9_Y8-2-L.png,"[-0.3543017   2.5089152  -1.3479571   2.1746912   1.7444758   0.14446741
 -0.9440706  -0.18322694 -2.4165864  -1.3597182   1.9031742   1.0419132
 -1.9475684   0.09619886 -2.1452365   0.17721485]"
Day 11_A8-3-R.png,"[-0.66784847  3.272302   -1.3716235   2.549425    2.4762383   0.1688542
 -0.96736586 -0.1528226  -3.1821856  -1.7817235   2.3217812   1.1094731
 -2.35308    -0.15093386 -2.8285885   0.6350421 ]"
Day 2_A8-3-R.png,"[ 2.4421666  -4.9375687   1.5903945  -2.8935153  -3.978918   -0.47219285
  1.8274072  -0.5098225   5.1915836   4.160573   -4.5776277  -1.765029
  3.2416198  -0.40211564  3.3840709  -0.8735161 ]"
Day 5_Y8-1-R.png,"[-0.7441523  -1.3791151   0.68826246 -2.9198868   1.9839      0.8648392
  0.27911267  0.40492615 -0.5736727  -1.5633081   0.8363983   0.3896259
 -0.01747034  0.21966733  1.1441118   0.23881511]"
Day 13_A8-4-R.png,"[-0.33942187  2.9355412  -1.5629114   2.4969447   1.9338872   0.19431818
 -1.0959514  -0.25835428 -2.7650864  -1.5208267   2.1871474   1.1712987
 -2.2608538   0.06229633 -2.5441215   0.05607041]"
Day 7_Y8-2-R.png,"[-0.69793534  2.7299216  -1.1514578   2.0525568   2.3068042   0.2645046
 -0.76417583 -0.1745185  -2.4866579  -1.5797626   1.9518044   0.84682536
 -2.1224117  -0.15895343 -2.3074653   0.44184715]"
Day 0_A8-4-R.png,"[-0.4276095  -0.9991642   1.0416646  -0.63370574 -1.2567395  -0.25967422
  0.53666574  0.65964496  1.6359398   1.0430549  -1.1081233  -1.1054653
  1.571626   -0.20724377  1.1575352  -0.16393614]"
Day 14_Y8-2-R.png,"[ 1.0251467   2.379664   -2.8802261   3.3687418   0.8181047   0.02530469
 -1.3832756  -1.4504534  -1.5128666   0.05463581  1.1033206   1.5422131
 -2.7129195   0.18937525 -2.5983884  -1.0789819 ]"
Day 10_Y8-3-L.png,"[ 1.4015024   3.151258   -3.5013828   4.304173    1.3820667   0.07715213
 -1.7456253  -1.7413533  -2.6774094  -0.27212423  1.6591558   2.296897
 -3.5452268   0.22912261 -3.6492708  -1.0199386 ]"
Day 4_A8-5-L.png,"[-0.14146739 -0.08634064  0.17615315  0.07640858 -0.47207993 -0.10392563
  0.21127251 -0.00382958  0.83979195  0.38597557 -0.43873563 -0.4748067
  0.36764845 -0.21070082  0.31443387 -0.11536941]"
Day 3_Y8-3-L.png,"[-1.4286543   0.03010766  0.88956046 -1.5741      1.2076352   0.37744778
  0.29368362  0.7733776  -0.45621562 -1.5664837   0.96044093 -0.3347398
  0.1422811  -0.01582806  0.7435764   0.7361584 ]"
Day 8_Y8-3-R.png,"[-0.28078204  2.6595027  -1.4173743   2.4698186   2.0134933   0.19671951
 -0.900824   -0.6308264  -2.2397363  -1.2118363   1.8361409   0.9128967
 -2.2068858  -0.14522621 -2.41462     0.09173872]"
Day 7_A8-3-R.png,"[-0.780261    2.806732   -1.0529246   2.0006492   2.2809339   0.1909251
 -0.79683787  0.10458042 -2.8394566  -1.7482297   2.119298    0.96058273
 -1.9483112  -0.1117104  -2.322668    0.64125323]"
Day 14_A8-3-R.png,"[ 0.5660101   2.7783098  -2.5324109   3.2442503   1.8331767   0.21967766
 -1.3100446  -1.1516124  -2.411267   -0.69395006  1.6914176   1.6633661
 -2.8689394   0.03924678 -2.9924242  -0.65260786]"
Day 9_A8-5-L.png,"[-0.5025786   2.674474   -1.1580904   2.1769936   2.055955    0.18743277
 -0.7963403  -0.39791715 -2.388033   -1.3836087   1.9086119   0.853011
 -2.007341   -0.17107031 -2.2818549   0.36524695]"
Day 1_A8-3-L.png,"[-1.1077746  -0.5767986   1.4754509  -1.2572362  -0.37721664 -0.07395796
  0.56986815  1.0594754   0.80047023 -0.08623166 -0.18399966 -1.0735143
  1.2902361  -0.10542586  1.2079921   0.432303  ]"
Day 12_A8-3-L.png,"[-0.7859512   2.7445753  -1.0069293   2.0567138   2.1314323   0.22107886
 -0.82081497  0.04735556 -2.5482688  -1.6349243   2.1011202   0.77456963
 -1.9526668  -0.08333419 -2.1676602   0.32774058]"
Day 8_Y8-1-R.png,"[-0.09660056  2.8739545  -1.6553589   2.8295352   2.1483495   0.2009023
 -1.0316616  -0.82341903 -2.4526954  -1.1485245   1.9207094   1.1730037
 -2.5149138  -0.14442265 -2.714169   -0.02831383]"
Day 3_Y8-1-L.png,"[ 0.5874682  -3.0424237   1.4892257  -3.145368   -1.292442    0.07810219
  1.2325761   0.06341377  2.5471022   1.2753733  -2.0792303  -1.0219971
  1.9931736  -0.16848731  2.4677625  -0.05691189]"
Day 10_Y8-1-L.png,"[ 0.11260709  2.6243749  -1.7795242   2.7183127   1.8539215   0.20296541
 -1.0866352  -0.816889   -2.2394733  -0.9637331   1.7501993   1.2763808
 -2.451053   -0.02708366 -2.532413   -0.3378664 ]"
Day 1_Y8-2-L.png,"[ 3.1699936  -7.38052     2.0511096  -2.7651827  -8.613264   -1.6254467
  2.0604548  -1.0430957   8.804621    6.6911626  -7.557122   -3.019229
  5.879004    0.08871083  6.044218   -2.0278385 ]"
Day 15_A8-4-L.png,"[ 1.248462    2.63672    -2.960159    3.7286892   1.2218691   0.16434716
 -1.5310729  -1.5023048  -1.9743421  -0.08283798  1.3400298   1.8498996
 -3.0487761   0.20359394 -3.0111034  -1.3429823 ]"
Day 12_Y8-2-L.png,"[ 0.9230313   2.3912387  -2.58286     3.4149134   1.0589263   0.0278596
 -1.2987223  -1.2971104  -1.7813636  -0.19987145  1.1529235   1.613641
 -2.7450113   0.2129065  -2.6707296  -0.589632  ]"
Day 6_A8-4-L.png,"[-0.60607946 -3.0136125   2.9843307  -3.2925127  -2.3959558  -0.4122854
  1.54805     1.2891854   3.4239902   1.4123114  -2.1556396  -2.2970407
  3.4882972  -0.21312489  3.4607396   0.5512838 ]"
Day 2_A8-5-R.png,"[-0.51259816 -2.1180255   1.7210488  -3.0933366   0.06110223  0.3557325
  1.1857278   0.51454204  1.5063627   0.06267726 -0.841838   -0.93629974
  1.460073   -0.22291169  1.9427339   0.553637  ]"
Day 11_A8-5-R.png,"[ 0.05992573  3.063315   -1.9418278   3.0322518   1.9912974   0.12244274
 -1.164471   -0.6638746  -2.70116    -1.1722319   1.923724    1.4174756
 -2.5895154  -0.02702546 -2.8651175   0.03764673]"
Day 5_Y8-3-R.png,"[-1.7060995  -0.57204306  1.2123902  -2.8336709   2.102397    0.80526245
  0.4798909   0.9469183  -0.93753004 -2.3776214   1.4101115  -0.1488449
  0.17986983 -0.0044291   1.0880889   1.0850006 ]"
Day 2_A8-1-L.png,"[-1.2947624  -1.8428426   1.6970856  -4.1332974   1.729558    0.89153945
  0.8441398   0.9059078  -0.28086007 -2.1114442   0.6981757  -0.31125385
  0.75531614  0.01470557  1.8829155   1.0607245 ]"
Day 11_A8-1-L.png,"[-0.4469508   1.1094458  -0.4885645   0.4332172   1.6720597   0.39923146
 -0.34070882 -0.0329914  -1.2231206  -1.1834165   1.0819002   0.5381421
 -1.0640535  -0.09324786 -0.8562321   0.01762433]"
Day 12_Y8-4-R.png,"[ 0.5951329   2.5963557  -2.3091505   3.1103745   1.4631642   0.11143766
 -1.2547425  -0.98924154 -2.1649938  -0.6560223   1.5247458   1.6295075
 -2.720008    0.13071641 -2.7062438  -0.4619499 ]"
Day 1_Y8-4-R.png,"[-0.22975446  1.3314387  -0.75786036  1.0790929   1.4780625   0.31278652
 -0.47198784 -0.24704348 -1.2020516  -0.8787671   1.0570457   0.61602294
 -1.3453231  -0.10556394 -1.217511   -0.1351176 ]"
Day 4_Y8-4-R.png,"[-1.6999756   0.6467616   0.9667585  -0.6630434   1.1511654   0.23230055
  0.12665692  1.1039007  -0.8401435  -1.4273144   1.1083065  -0.46653092
  0.22335663 -0.04983357  0.3366803   0.63997537]"
Day 14_A8-1-L.png,"[-0.7413344   1.1108382  -0.14105465  0.39098063  1.1808966   0.18800619
 -0.19483495  0.27886435 -0.9986076  -1.0180595   1.0153751   0.17526273
 -0.7913688  -0.08877018 -0.70001924  0.34513977]"
Day 7_A8-1-L.png,"[-1.6999341   1.4012271   0.56399536 -0.23855305  1.7723151   0.30147898
 -0.07978853  1.1278216  -1.7654328  -2.0314565   1.7644228  -0.08241002
 -0.41685957 -0.05290908 -0.49564555  1.0544968 ]"
Day 9_Y8-4-R.png,"[-0.26350415  2.702495   -1.6130681   2.3877842   2.129131    0.22583923
 -0.98184144 -0.3653095  -2.480099   -1.4255868   1.8980308   1.1592059
 -2.2941604  -0.0318656  -2.4514527   0.09233575]"
Day 13_A8-1-L.png,"[-0.14399508  1.7550827  -1.0334442   1.6658854   1.3791263   0.21494345
 -0.6513946  -0.37463832 -1.4313729  -0.7480705   1.2072687   0.7574603
 -1.6025783  -0.07382701 -1.6194841  -0.20032096]"
Day 0_A8-1-L.png,"[-0.75643194 -0.9242337   1.2302036  -1.4995404  -0.3336919   0.03818269
  0.6813706   0.6110852   1.1496001   0.09730992 -0.493322   -0.9683947
  1.2202687  -0.20655064  1.3000664   0.31514034]"
Day 3_Y8-4-R.png,"[-0.28476736 -0.6393658   0.577086   -1.0531877  -0.04299284  0.11751208
  0.3720278   0.26665893  0.75248426  0.02382496 -0.3294202  -0.47657272
  0.4202425  -0.1350828   0.78326505  0.02685674]"
Day 10_Y8-4-R.png,"[ 0.02437258  2.4766626  -1.6829349   2.4133627   1.9339497   0.25909594
 -0.9862711  -0.5686801  -2.1655252  -1.039099    1.6163566   1.177224
 -2.3108006  -0.06511623 -2.4141648  -0.2105678 ]"
Day 15_Y8-4-R.png,"[ 1.3380474   2.491491   -2.9065287   3.4555907   1.0898008   0.1008845
 -1.5349057  -1.4462006  -1.9607474  -0.11672454  1.2625346   1.8923906
 -2.8729804   0.26526862 -2.8836467  -1.1831473 ]"
Day 6_Y8-4-R.png,"[-1.4544436   1.4735357   0.2051097   0.22790068  1.4859508   0.2390526
 -0.24160632  0.8634676  -1.6690654  -1.7111263   1.6722058   0.02049676
 -0.53636837  0.02227136 -0.6364304   0.8277938 ]"
Day 8_A8-1-L.png,"[-1.3133426   0.89906955  0.6510916  -0.2692498   1.1458324   0.19489104
  0.09836502  0.7212121  -0.7759318  -1.1721251   0.9977249  -0.34225947
 -0.09871149 -0.13493685 -0.14389807  0.66611195]"
Day 5_A8-1-L.png,"[-0.6984462  -0.5713518   0.39913237 -2.3947632   2.297088    0.8618196
  0.07830218  0.35116097 -1.2001864  -1.9920703   1.2195582   0.50534177
 -0.50009906  0.11840229  0.40988424  0.33948505]"
Day 5_Y8-4-R.png,"[-0.21620086  0.23680368 -0.4344644  -0.55394477  2.0725982   0.67938364
 -0.20369437 -0.12575366 -1.0848391  -1.2710357   1.070076    0.77219373
 -1.0936639   0.03228926 -0.61859554 -0.14158711]"
Day 15_A8-1-L.png,"[ 0.3152552   2.134649   -1.857327    2.343561    1.5201738   0.27087197
 -1.0619884  -0.8319688  -1.7985512  -0.76101625  1.4340391   1.3111992
 -2.299072    0.07607242 -2.0674856  -0.659309  ]"
Day 6_A8-1-L.png,"[-0.7911802  -0.9013733   1.2942829  -1.5447379  -0.3227396   0.03183539
  0.7050655   0.63969374  1.1591783   0.05610454 -0.5119936  -0.9959956
  1.2576766  -0.20614837  1.364345    0.3154626 ]"
Day 8_Y8-4-R.png,"[-0.2891028   2.150591   -1.1719832   1.9169949   1.8850483   0.2755359
 -0.7448971  -0.3311398  -1.8394397  -1.0974714   1.5339991   0.8399089
 -1.8697791  -0.08843977 -1.9379992  -0.16694675]"
Day 3_A8-1-L.png,"[-0.88403517 -1.4294487   1.164053   -3.2323349   1.4237548   0.7549965
  0.5802772   0.55913323 -0.2434543  -1.5745695   0.47125447 -0.16099699
  0.4072766  -0.00546779  1.4228337   0.6782142 ]"
Day 10_A8-1-L.png,"[-1.3112055   2.0393112  -0.16258861  0.7138706   2.0347805   0.24929784
 -0.39674413  0.6047564  -2.338105   -1.8764083   1.8989079   0.40480796
 -1.1004655  -0.10170007 -1.3460361   0.93705267]"
Day 13_Y8-4-R.png,"[ 1.70162     2.5136445  -3.2471926   3.88003     0.9469956   0.03252212
 -1.668593   -1.7333065  -1.9545852   0.13363813  1.1903232   2.1273127
 -3.0630405   0.30571204 -3.1513522  -1.2287343 ]"
Day 0_Y8-4-R.png,"[ 1.5811269  -2.453152    0.51625496 -0.33748275 -3.1848423  -0.5661145
  0.73856145 -0.5220067   3.5784917   3.1142406  -3.135727   -1.1287618
  1.9926038  -0.30882162  1.6870856  -1.1061134 ]"
