Mouse ID,Embedding
Day 0_A8-3-L.png,"[ 23.647055  ,   4.925082  ,  -2.6853433 , -14.475346  ,  -7.9740033 ,
   0.76302147,   3.731666  ,   7.843068  ,  -3.0936358 ,   2.450998  ,
   5.508634  ,  -0.54001606,   4.1810203 ,  -6.431898  ,  -3.455725  ,
  -0.11208101]"
Day 14_A8-4-L.png,"[-14.06791   ,   0.85909957,  -0.49577165,   4.1645494 ,   3.6803102 ,
  -2.751737  ,   0.61587316,  -2.7772152 ,  -1.2961583 ,   1.6024458 ,
   1.1524993 ,   0.83434844,  -1.9851432 ,  -0.2996615 ,   2.8840096 ,
  -0.9347434 ]"
Day 7_Y8-1-L.png,"[-5.2623034 , -4.3783374 ,  1.8035553 ,  4.3970304 ,  2.074292  ,
  1.2696917 , -3.8258934 , -2.9335294 ,  2.5544543 , -3.9325001 ,
 -3.9409502 ,  0.6369146 , -0.30505234,  3.1809943 , -1.1168904 ,
  1.8068401 ]"
Day 11_A8-4-L.png,"[-10.982571  ,  -4.3494277 ,   2.3290546 ,   7.1208954 ,   2.952573  ,
   1.7787855 ,  -3.3763635 ,  -3.021159  ,   2.7668824 ,  -3.1471138 ,
  -4.754501  ,  -0.30030832,  -1.9820048 ,   4.694822  ,  -0.46107864,
   0.9950664 ]"
Day 1_Y8-1-R.png,"[ 1.1672579e+01,  1.5212814e+00, -1.1085705e+00, -5.4982843e+00,
 -2.9087334e+00,  2.6412791e-01,  1.1797209e+00,  3.0921323e+00,
 -5.6836164e-01,  3.3964834e-01,  1.6649967e+00,  9.3396287e-03,
  2.1797850e+00, -2.2396491e+00, -1.0930772e+00,  4.4312480e-01]"
Day 3_Y8-2-R.png,"[11.7770405 ,  1.45474   , -1.2594559 , -7.284051  , -4.4193673 ,
  1.2612484 ,  1.0287611 ,  4.3814774 , -0.7897715 ,  0.14267112,
  1.7666649 , -0.13920954,  2.7342064 , -2.4354067 , -2.353104  ,
  0.58520615]"
Day 7_Y8-3-L.png,"[-3.2756653 , -4.9060583 ,  2.2126667 ,  6.3935103 ,  2.742065  ,
  2.1255803 , -4.148679  , -2.464765  ,  3.522496  , -4.4064264 ,
 -5.588358  ,  0.16744709, -0.53484803,  4.950648  , -0.89613754,
  2.1554883 ]"
Day 0_A8-5-L.png,"[ 27.623549 ,   4.788966 ,  -0.7983441, -17.244808 , -11.910774 ,
   3.217927 ,   3.9487348,   8.870419 ,  -2.0998642,   2.7170227,
   4.287851 ,  -2.6567516,   4.4532   ,  -4.3538713,  -5.567301 ,
  -1.3353922]"
Day 14_Y8-3-L.png,"[-20.18032   ,   2.1462471 ,  -0.51398695,   4.96228   ,   4.545126  ,
  -4.208596  ,   1.9324551 ,  -3.7033    ,  -2.5237257 ,   3.5496814 ,
   2.70688   ,   0.6913694 ,  -3.345088  ,  -1.1253296 ,   4.21855   ,
  -2.1193469 ]"
Day 8_Y8-2-L.png,"[-6.3082995 , -5.131758  ,  2.6544755 ,  3.0193577 , -0.7044137 ,
  3.2998157 , -3.6674123 , -1.3264997 ,  2.938304  , -3.9429326 ,
 -4.4883924 , -0.37870628, -0.8273338 ,  4.4796658 , -3.2050939 ,
  1.3147762 ]"
Day 10_A8-3-R.png,"[-5.4914284 , -1.3081759 ,  0.40848225,  3.3407009 ,  2.0805185 ,
 -0.09575557, -1.2884707 , -1.6881989 ,  0.79268146, -1.1717373 ,
 -1.4419461 ,  0.41362914, -0.62229174,  1.4057624 ,  0.64486873,
  0.6092968 ]"
Day 5_A8-5-R.png,"[ 2.396241  , -2.1679764 , -0.0112234 ,  1.2444587 ,  0.8375807 ,
  1.0339844 , -2.0914793 , -0.11292827,  1.6763192 , -2.6014793 ,
 -2.3904676 ,  0.66575813,  1.2197901 ,  1.2788934 , -0.53657895,
  1.7267373 ]"
Day 11_Y8-3-R.png,"[-19.91911   ,   1.8503909 ,  -0.39735582,   5.3052273 ,   4.966     ,
  -4.377696  ,   1.7306818 ,  -4.0665226 ,  -2.42716   ,   3.362857  ,
   2.566776  ,   0.7163797 ,  -3.3959272 ,  -1.1184039 ,   4.3519387 ,
  -1.9842596 ]"
Day 2_Y8-3-R.png,"[ 23.09682  ,   4.047373 ,  -1.2514476, -13.870277 ,  -9.094808 ,
   2.1551218,   3.3077211,   7.2635474,  -1.9545074,   2.261264 ,
   3.66694  ,  -2.0930746,   3.6645882,  -4.2609496,  -3.8229916,
  -1.0013629]"
Day 12_A8-4-L.png,"[-16.122242  ,  -2.7314289 ,   1.7408109 ,   7.1532598 ,   3.6447496 ,
   0.01970133,  -1.8135722 ,  -3.5569293 ,   1.2018287 ,  -1.0641321 ,
  -2.6893508 ,  -0.16652624,  -2.9077516 ,   3.347151  ,   0.9957957 ,
  -0.13386194]"
Day 15_Y8-2-L.png,"[-25.309515  ,   1.4175401 ,   0.6884498 ,   8.564102  ,   6.883046  ,
  -5.2911534 ,   1.896619  ,  -6.3385286 ,  -2.3315508 ,   4.290294  ,
   2.257888  ,   0.16693597,  -5.3538356 ,  -0.4684127 ,   5.4101048 ,
  -2.5134492 ]"
Day 1_A8-4-L.png,"[ 20.226665  ,   6.6692443 ,  -0.1479866 , -13.615439  ,  -9.515001  ,
   0.86106807,   5.9581923 ,   5.8982015 ,  -2.8039162 ,   5.508688  ,
   5.930959  ,  -3.1798124 ,   1.6477464 ,  -4.4213033 ,  -2.6799996 ,
  -3.2969546 ]"
Day 15_A8-3-L.png,"[-12.575818  ,  -1.7742648 ,   1.149765  ,   6.399947  ,   4.1422954 ,
  -1.1490862 ,  -1.5362356 ,  -3.8947585 ,   0.81206447,  -0.919378  ,
  -1.5926228 ,   0.52422124,  -1.9669746 ,   1.9276284 ,   1.6376572 ,
   0.3054095 ]"
Day 9_Y8-3-L.png,"[-7.5847354 , -1.4383345 ,  0.9958517 ,  4.3042955 ,  2.4888368 ,
 -0.1425354 , -1.1623127 , -2.3958719 ,  0.962469  , -0.90980446,
 -1.6071916 ,  0.05404871, -1.1755224 ,  1.6610916 ,  0.8210997 ,
  0.24441762]"
Day 0_A8-3-R.png,"[ 29.302015  ,   6.9772325 ,  -1.4236543 , -16.059605  ,  -9.636596  ,
   0.36014888,   5.8807063 ,   7.2812486 ,  -3.3925052 ,   4.8722568 ,
   6.869539  ,  -2.2139826 ,   3.164963  ,  -6.6925063 ,  -3.0817926 ,
  -1.9728675 ]"
Day 13_A8-3-R.png,"[-5.9995413 , -2.0289063 ,  0.9173951 ,  4.953412  ,  2.9695096 ,
 -0.03559633, -1.8882025 , -2.531853  ,  1.397544  , -1.7000946 ,
 -2.497135  ,  0.38346604, -0.7968244 ,  2.308275  ,  0.87695575,
  0.77846444]"
Day 9_Y8-1-L.png,"[-3.5714343 , -3.436255  ,  2.0711758 ,  4.471435  ,  1.2631646 ,
  2.2241032 , -2.7630894 , -1.8720915 ,  2.7442083 , -2.929954  ,
 -4.2655435 , -0.6033131 , -0.73940766,  3.8971891 , -0.89873856,
  0.943724  ]"
Day 8_A8-5-R.png,"[-3.1260827 , -3.4415667 ,  2.4222949 ,  5.3325458 ,  1.9261849 ,
  1.7830045 , -2.5384402 , -2.7136629 ,  3.0548315 , -2.5080502 ,
 -4.4657884 , -0.93500537, -1.3076925 ,  4.053422  , -0.2348017 ,
  0.74380857]"
Day 4_Y8-3-L.png,"[-4.5586896 , -0.1981275 , -0.26475114,  1.3978044 ,  1.2128522 ,
 -0.568194  , -0.35115302, -0.8264778 , -0.09084436, -0.29184815,
  0.03550047,  0.5461787 , -0.18618417,  0.12234407,  0.6598448 ,
  0.17596087]"
Day 10_A8-5-L.png,"[-6.823649  , -3.0438886 ,  1.39845   ,  4.905091  ,  1.9054497 ,
  1.3434056 , -2.2880223 , -2.029412  ,  2.0610192 , -2.20334   ,
 -3.5648203 , -0.17212187, -1.0617975 ,  3.320583  , -0.219896  ,
  0.67174625]"
Day 2_Y8-1-R.png,"[13.556325  ,  3.4262042 , -1.7479554 , -8.742284  , -4.688583  ,
 -0.10638515,  2.7557108 ,  4.4528685 , -1.9229078 ,  1.9698788 ,
  3.8209705 , -0.20551406,  2.4857545 , -4.0481944 , -1.4357917 ,
 -0.33563805]"
Day 11_Y8-1-R.png,"[-22.351963  ,   1.9906297 ,  -0.16263507,   6.3494964 ,   5.8032784 ,
  -4.9545054 ,   2.0770953 ,  -4.951734  ,  -2.729373  ,   4.068651  ,
   2.8435762 ,   0.56916314,  -4.265197  ,  -1.2324735 ,   4.985428  ,
  -2.3496473 ]"
Day 14_A8-4-R.png,"[-15.242484  ,   0.0461162 ,   0.16566715,   5.1355953 ,   4.1985    ,
  -2.7267416 ,   0.0208227 ,  -3.7647266 ,  -0.9017803 ,   1.1152638 ,
   0.47012743,   0.7247075 ,  -2.418573  ,   0.33500186,   2.8208947 ,
  -0.88181955]"
Day 0_Y8-2-R.png,"[19.444584  ,  2.1160226 , -0.26047328, -9.6163845 , -6.2296643 ,
  1.7351485 ,  1.7027874 ,  4.5777707 , -0.1805135 ,  0.7299196 ,
  1.7697023 , -1.2392998 ,  3.0368803 , -2.2798285 , -2.7840207 ,
 -0.17504525]"
Day 7_A8-4-R.png,"[-2.5616133 , -1.9107873 , -0.79253876, -0.04151304,  0.04062581,
  1.2635713 , -1.8402228 ,  1.3205719 ,  0.87933993, -2.3764517 ,
 -1.5107733 ,  1.2285969 ,  1.5208628 ,  0.7308569 , -1.0934803 ,
  1.5487956 ]"
Day 13_Y8-2-R.png,"[-19.718346  ,   2.1281803 ,  -0.6416285 ,   4.1202726 ,   4.0433087 ,
  -3.8429391 ,   1.8482327 ,  -3.2435317 ,  -2.5649512 ,   3.4219654 ,
   2.803641  ,   0.63299936,  -3.0739949 ,  -1.2887876 ,   3.8587487 ,
  -2.104264  ]"
Day 14_Y8-1-R.png,"[-21.58125   ,   2.0219638 ,  -0.42272118,   5.687865  ,   5.39374   ,
  -4.6858487 ,   1.9968733 ,  -4.4612017 ,  -2.6958563 ,   3.7993202 ,
   2.8483891 ,   0.69810617,  -3.7997472 ,  -1.3140047 ,   4.764414  ,
  -2.2526064 ]"
Day 7_Y8-1-R.png,"[-6.1253037 , -2.0985448 ,  0.9928086 ,  5.663222  ,  3.5879211 ,
 -0.34421596, -2.0385795 , -3.110089  ,  1.585986  , -1.8190091 ,
 -2.768524  ,  0.4275962 , -0.94337475,  2.466567  ,  1.2614834 ,
  0.8789311 ]"
Day 2_A8-4-R.png,"[18.714876  ,  2.7857664 , -0.5380609 , -8.419889  , -5.219011  ,
  0.8557391 ,  2.221334  ,  3.9888458 , -0.8340143 ,  1.5007483 ,
  2.443375  , -1.2563733 ,  2.1679425 , -3.0161433 , -2.3198447 ,
 -0.36848548]"
Day 11_A8-4-R.png,"[-13.397989  ,  -2.1069424 ,   1.3303673 ,   5.717448  ,   3.2251713 ,
  -0.28257814,  -1.3692409 ,  -3.1540372 ,   0.8811955 ,  -0.77092326,
  -2.0017745 ,   0.05218156,  -2.2474246 ,   2.3464835 ,   1.1097299 ,
  -0.25293773]"
Day 5_Y8-2-R.png,"[ 2.355997 , -3.2157702,  1.1028255,  2.359458 ,  1.1762737,  1.7744293,
 -3.120987 , -0.9377354,  2.805806 , -3.7055192, -3.9446294,  0.4515757,
  1.2028606,  2.68942  , -0.9210572,  2.041016 ]"
Day 1_Y8-3-L.png,"[12.651056  ,  2.5199432 ,  1.3179125 , -4.9415364 , -4.76979   ,
  1.2537705 ,  2.7780247 ,  1.6927065 , -0.20119926,  2.5876746 ,
  1.397344  , -2.847375  , -0.23178063, -0.49625087, -1.2829425 ,
 -2.2349706 ]"
Day 15_A8-5-L.png,"[-2.0384686e+01, -4.3457022e+00,  2.9080999e+00,  1.0157511e+01,
  5.2017255e+00,  6.5327678e-03, -2.8663030e+00, -5.4055505e+00,
  1.9280623e+00, -1.6843585e+00, -4.0382166e+00, -3.9780819e-01,
 -4.0024295e+00,  4.6191459e+00,  1.1203483e+00,  2.2838220e-01]"
Day 12_Y8-3-L.png,"[-19.514832 ,   1.8094501,  -0.917252 ,   4.3389764,   4.093451 ,
  -3.7604716,   1.5150166,  -2.9646146,  -2.4334862,   2.9135592,
   2.5093286,   1.0642639,  -2.631901 ,  -1.1545101,   3.612442 ,
  -1.6415125]"
Day 6_A8-5-L.png,"[ 4.760345 , -2.1618001, -2.068852 , -3.362542 , -1.7200058,  2.4109898,
 -2.2099276,  4.1100917,  0.3107996, -3.5769017, -1.5716609,  1.3496777,
  3.556582 , -0.7013898, -2.6694045,  2.8696566]"
Day 12_Y8-1-L.png,"[-20.05169   ,   1.6824955 ,   0.03196776,   5.9220786 ,   5.205599  ,
  -4.3519344 ,   1.7255526 ,  -4.6590962 ,  -2.1472914 ,   3.3996832 ,
   2.3085225 ,   0.40831238,  -3.7090876 ,  -0.82473016,   4.4520726 ,
  -2.0889068 ]"
Day 1_Y8-1-L.png,"[ 25.256323  ,   7.1337442 ,  -0.16779229, -14.176508  ,  -9.156603  ,
   0.18205197,   6.121901  ,   5.6798506 ,  -2.8574543 ,   5.596322  ,
   6.4321833 ,  -2.9330287 ,   1.8373111 ,  -5.282733  ,  -2.4637918 ,
  -2.9126112 ]"
Day 8_A8-3-R.png,"[ 1.7859621, -2.6328518,  0.6146136,  2.3400927,  1.3220794,  1.1776832,
 -2.3838918, -0.8643146,  2.1017032, -2.82004  , -3.0448625,  0.4678437,
  0.8160392,  2.007164 , -0.4946753,  1.6786957]"
Day 10_Y8-2-L.png,"[-12.364586  ,  -3.446881  ,   2.1950958 ,   5.946476  ,   2.0625122 ,
   0.935431  ,  -2.4791827 ,  -3.0646813 ,   1.942541  ,  -2.0872025 ,
  -3.2415276 ,  -0.11017321,  -2.2792377 ,   3.9135218 ,  -0.44189394,
   0.40362066]"
Day 4_A8-4-L.png,"[ 4.022242  , -1.4846507 , -1.5996609 , -3.3325036 , -1.8069384 ,
  1.9913181 , -1.4780406 ,  3.6007326 ,  0.09467566, -2.6173666 ,
 -0.8160728 ,  1.0607818 ,  2.915521  , -0.6751179 , -2.256715  ,
  2.1951327 ]"
Day 3_Y8-2-L.png,"[15.633405  ,  2.9122703 , -2.2790945 , -9.868245  , -5.2329197 ,
  0.57500815,  2.1231594 ,  5.8636923 , -2.0286944 ,  1.0354103 ,
  3.4544382 , -0.01783283,  3.4066463 , -4.2408743 , -2.2428255 ,
  0.33026594]"
Day 13_A8-5-R.png,"[-13.434286  ,   0.7567616 ,  -0.17159627,   4.935645  ,   4.4256806 ,
  -3.2329447 ,   0.6936682 ,  -3.6146047 ,  -1.2664651 ,   1.8247606 ,
   1.1332477 ,   0.71124923,  -2.296001  ,  -0.40787807,   3.345106  ,
  -0.94351923]"
Day 7_Y8-3-R.png,"[-3.7191324 , -3.5765789 ,  2.111148  ,  6.1554575 ,  2.6462116 ,
  1.5144318 , -3.1068318 , -2.9317632 ,  2.9593632 , -3.088999  ,
 -4.687964  , -0.3336745 , -1.0225844 ,  4.276559  , -0.12205847,
  1.3685269 ]"
Day 0_A8-5-R.png,"[ 29.51873   ,   9.976961  ,  -0.24724276, -19.730177  , -13.633452  ,
   0.7052746 ,   8.8394    ,   8.1705675 ,  -4.8331    ,   8.429962  ,
   9.061504  ,  -4.750579  ,   2.0032318 ,  -6.9080086 ,  -3.7494292 ,
  -4.98503   ]"
Day 14_Y8-3-R.png,"[-17.325834  ,   1.4286568 ,  -0.62115014,   4.7425117 ,   4.3175106 ,
  -3.5615127 ,   1.1221353 ,  -3.3275595 ,  -1.8822085 ,   2.35498   ,
   1.9043254 ,   0.9186977 ,  -2.5568748 ,  -0.693814  ,   3.631966  ,
  -1.3828429 ]"
Day 8_Y8-2-R.png,"[-4.662174  , -3.3528721 ,  1.7959462 ,  5.2499104 ,  2.1922326 ,
  1.4576392 , -2.7613494 , -2.3677924 ,  2.562562  , -2.7897818 ,
 -3.9987886 , -0.26388046, -0.9989017 ,  3.6771648 , -0.1850708 ,
  0.8963094 ]"
Day 10_A8-3-L.png,"[-4.461329  , -3.031857  ,  1.263901  ,  5.17321   ,  2.872219  ,
  0.8626788 , -2.7807446 , -2.38236   ,  2.3897445 , -2.8918111 ,
 -3.79461   ,  0.33936536, -0.43043482,  3.1157627 ,  0.32239616,
  1.4631672 ]"
Day 8_A8-4-R.png,"[-3.1827335 , -2.802223  ,  0.6096816 ,  3.3921995 ,  1.8183819 ,
  1.1395248 , -2.7148902 , -1.1912936 ,  1.977193  , -2.9208915 ,
 -3.1482892 ,  0.65603244,  0.36077285,  2.4370837 , -0.3553527 ,
  1.5030739 ]"
Day 4_A8-3-L.png,"[ 9.58158   , -0.80366147, -1.2273982 , -5.1281457 , -3.0309021 ,
  2.1159992 , -0.87468785,  4.0056686 ,  0.37683582, -2.1294725 ,
 -0.27404934,  0.65665126,  3.218436  , -1.0879091 , -2.648616  ,
  1.7859048 ]"
Day 14_A8-5-R.png,"[-17.466413  ,   0.6798449 ,  -0.0912571 ,   5.2448916 ,   4.3606186 ,
  -3.1650968 ,   0.5397392 ,  -3.7500882 ,  -1.3732154 ,   1.7147636 ,
   1.1844214 ,   0.8361635 ,  -2.6260734 ,  -0.09250109,   3.3011708 ,
  -1.2094644 ]"
Day 0_Y8-3-R.png,"[ 2.7627508e+01,  6.7494931e+00, -6.6078603e-02, -1.3822231e+01,
 -8.3578091e+00, -2.1657562e-02,  5.5964904e+00,  5.1609058e+00,
 -2.4630823e+00,  5.0278234e+00,  6.0766106e+00, -2.8016832e+00,
  1.9462764e+00, -5.3961182e+00, -2.2600560e+00, -2.5243332e+00]"
Day 7_A8-5-R.png,"[-1.7445428, -7.277644 ,  3.6563537,  7.080122 ,  1.1593745,  4.886713 ,
 -5.53449  , -1.9458418,  5.348682 , -5.9498186, -8.352788 , -1.0907326,
 -0.8615168,  7.5189734, -2.9664779,  2.4285057]"
Day 13_Y8-3-R.png,"[-21.254236  ,   1.1592617 ,   0.7115791 ,   7.6952415 ,   6.2665253 ,
  -4.6987095 ,   1.5228109 ,  -5.847398  ,  -1.8833911 ,   3.4657903 ,
   1.8049892 ,   0.24018744,  -4.595616  ,  -0.2924364 ,   4.873011  ,
  -2.1008978 ]"
Day 15_Y8-1-L.png,"[-22.455475  ,   1.4625525 ,   0.54996854,   7.483021  ,   6.2440786 ,
  -4.94426   ,   1.7550321 ,  -5.8050094 ,  -2.1889381 ,   3.8034499 ,
   2.2691567 ,   0.3066404 ,  -4.6509194 ,  -0.6211631 ,   5.0270147 ,
  -2.2740061 ]"
Day 6_Y8-1-L.png,"[ 3.389237  , -2.2677274 , -0.87883747, -2.1820488 , -1.5194994 ,
  2.338536  , -2.0689497 ,  2.6841125 ,  1.115071  , -3.1193748 ,
 -1.8252517 ,  0.9502504 ,  2.6060128 ,  0.49135196, -2.2839458 ,
  2.1045296 ]"
Day 3_A8-4-L.png,"[ 6.838375  , -3.3367434 , -2.7953656 , -7.197771  , -4.4023194 ,
  4.537492  , -3.2982259 ,  7.648878  , -0.12468052, -5.599829  ,
 -1.8988798 ,  1.5918981 ,  5.6371574 , -1.0317957 , -5.152527  ,
  4.105333  ]"
Day 4_Y8-2-L.png,"[15.381098  ,  3.1698506 ,  0.8372719 , -7.497607  , -5.160651  ,
  0.38712576,  2.6798518 ,  2.4324539 , -0.6591439 ,  2.3708622 ,
  2.7113597 , -1.8442714 ,  0.9253772 , -2.1533015 , -1.8520147 ,
 -1.3980322 ]"
Day 6_Y8-3-L.png,"[-0.584459  , -0.5764177 ,  0.07150681, -0.07593091, -0.5227425 ,
  0.7951816 , -0.50310177,  0.5270017 ,  0.76451945, -0.72279704,
 -0.7514488 ,  0.11493904,  0.4979934 ,  0.64834136, -0.62883383,
  0.43660012]"
Day 12_A8-5-L.png,"[-9.332498  , -1.7137847 ,  1.4820888 ,  5.7346406 ,  3.5715756 ,
 -0.88564646, -1.3306546 , -3.8125486 ,  1.0544698 , -0.7420687 ,
 -1.7698933 ,  0.08759791, -2.0019035 ,  1.9457098 ,  1.4560487 ,
  0.15737547]"
Day 15_Y8-3-L.png,"[-25.372519  ,   1.3573701 ,   0.9637412 ,   8.91012   ,   7.072205  ,
  -5.339405  ,   1.9018253 ,  -6.6939325 ,  -2.179486  ,   4.3714824 ,
   2.18208   ,   0.04659106,  -5.5595913 ,  -0.33579105,   5.52343   ,
  -2.5784585 ]"
Day 1_A8-5-L.png,"[ 22.764502  ,   5.0432377 ,  -1.227299  , -12.713966  ,  -7.5192237 ,
   0.45782807,   4.04732   ,   6.0713334 ,  -2.381642  ,   3.1402383 ,
   5.0005403 ,  -1.2821102 ,   3.1474876 ,  -5.0020657 ,  -2.7003427 ,
  -1.052278  ]"
Day 13_Y8-1-R.png,"[-23.218254  ,   1.087192  ,   0.9172762 ,   8.076684  ,   6.514679  ,
  -4.887179  ,   1.4923772 ,  -6.316532  ,  -1.9772235 ,   3.6409361 ,
   1.9056535 ,   0.1664699 ,  -5.040627  ,  -0.23680222,   5.030939  ,
  -2.2835305 ]"
Day 0_Y8-1-R.png,"[19.322952 ,  3.8285968, -0.1350999, -9.476648 , -6.164587 ,  0.6208317,
  3.2193506,  3.9838505, -1.0872909,  2.6766627,  3.1863167, -1.749173 ,
  2.1433558, -2.8891048, -1.8587543, -1.3155509]"
Day 9_A8-3-L.png,"[-4.726932  , -3.6053164 ,  1.1407808 ,  4.87931   ,  2.2162719 ,
  1.5773201 , -3.0779042 , -1.7020751 ,  2.384006  , -3.2773497 ,
 -3.9908853 ,  0.3438237 , -0.33743733,  3.3723946 , -0.46011862,
  1.5197581 ]"
Day 11_Y8-2-R.png,"[-17.673004  ,   0.17876513,   0.7733307 ,   5.45621   ,   3.9120636 ,
  -2.3011322 ,   0.6461512 ,  -3.7461534 ,  -0.96546966,   1.9868187 ,
   0.61683863,  -0.08377899,  -3.4267707 ,   0.5109001 ,   2.7566473 ,
  -1.5669423 ]"
Day 2_Y8-2-R.png,"[14.384578  ,  2.0670016 , -1.7309524 , -8.172386  , -4.4560375 ,
  0.8611772 ,  1.4248968 ,  4.8899856 , -1.0671868 ,  0.4423558 ,
  2.27671   , -0.10084829,  3.0579453 , -3.2999802 , -2.1281404 ,
  0.56065476]"
Day 11_A8-3-R.png,"[-6.4585524 , -2.7866702 ,  0.8718783 ,  3.6352632 ,  1.5943284 ,
  1.3169016 , -2.3762264 , -1.3405085 ,  1.7774581 , -2.4714286 ,
 -2.9776545 ,  0.2523012 , -0.31520322,  2.5679975 , -0.4559353 ,
  0.84039974]"
Day 2_A8-3-R.png,"[ 21.908033  ,   3.9520986 ,  -1.3265663 , -12.614635  ,  -8.108827  ,
   1.6202439 ,   3.2710154 ,   6.6209226 ,  -2.0211344 ,   2.2298903 ,
   3.842139  ,  -1.7699194 ,   3.1804338 ,  -4.320973  ,  -3.412306  ,
  -0.84299034]"
Day 5_Y8-1-R.png,"[-2.843036  , -3.727748  ,  0.6074704 ,  3.2933946 ,  1.4909555 ,
  1.8999208 , -3.418191  , -0.7680648 ,  2.4361117 , -3.9193714 ,
 -4.07297   ,  0.5429609 ,  0.6947755 ,  3.0766532 , -0.86214054,
  1.9703933 ]"
Day 13_A8-4-R.png,"[-13.259051  ,  -1.6340728 ,   1.5074435 ,   6.7001123 ,   3.671769  ,
  -0.7249172 ,  -1.0279027 ,  -3.5574536 ,   0.7454386 ,  -0.33201155,
  -1.6920087 ,  -0.19190441,  -2.8558745 ,   2.44978   ,   1.5174617 ,
  -0.2653575 ]"
Day 7_Y8-2-R.png,"[-3.9202986 , -3.0672352 ,  2.1848254 ,  5.587949  ,  2.2290702 ,
  1.2978716 , -2.3928218 , -2.8074155 ,  2.6111355 , -2.2980266 ,
 -4.0013    , -0.6083047 , -1.4150088 ,  3.9009457 ,  0.00652935,
  0.68044937]"
Day 0_A8-4-R.png,"[ 33.257694  ,  10.332083  ,  -0.99023485, -21.671652  , -14.424481  ,
   0.6724661 ,   9.002522  ,   9.446042  ,  -5.207537  ,   8.401268  ,
   9.492303  ,  -4.392582  ,   3.1789002 ,  -7.704881  ,  -4.070295  ,
  -4.5671096 ]"
Day 14_Y8-2-R.png,"[-18.023176  ,   2.1917596 ,  -1.2275463 ,   3.1325927 ,   3.1101935 ,
  -3.373884  ,   1.6416063 ,  -2.19089   ,  -2.4794374 ,   2.8493364 ,
   2.7122056 ,   0.97631836,  -2.193018  ,  -1.1650784 ,   3.277406  ,
  -1.7485131 ]"
Day 10_Y8-3-L.png,"[-16.606342  ,   1.0435812 ,  -0.3472458 ,   4.38584   ,   3.8251076 ,
  -2.9559484 ,   0.921126  ,  -3.06187   ,  -1.6402482 ,   2.12303   ,
   1.5238562 ,   0.6811971 ,  -2.4928517 ,  -0.49435687,   3.0918577 ,
  -1.3189331 ]"
Day 3_Y8-3-L.png,"[ 4.1982136 ,  0.8262737 , -0.70438635, -1.9725671 , -0.78271466,
 -0.3301029 ,  0.54898685,  1.0567006 , -0.17526111,  0.17693874,
  0.9139003 ,  0.3954261 ,  1.0508085 , -1.141655  , -0.14189114,
  0.30139002]"
Day 8_Y8-3-R.png,"[-4.531691  , -0.9006426 ,  0.49938157,  3.1001704 ,  2.0839574 ,
 -0.39830133, -0.9700141 , -1.9449111 ,  0.6825338 , -0.7855116 ,
 -1.1937217 ,  0.28727326, -0.62449515,  1.2005781 ,  0.89572954,
  0.21953441]"
Day 14_A8-3-R.png,"[-1.2441664e+01, -1.0095904e+00,  4.0593557e-05,  5.2055454e+00,
  3.9088032e+00, -1.4317604e+00, -1.1488912e+00, -2.8802457e+00,
  9.3074217e-02, -4.9879444e-01, -1.0541964e+00,  1.0347542e+00,
 -1.2595987e+00,  1.1662037e+00,  1.9205228e+00,  3.3472162e-01]"
Day 9_A8-5-L.png,"[-5.1744447 , -0.52918625,  0.01040687,  3.5152445 ,  2.7210457 ,
 -1.1950811 , -0.63409406, -2.2344673 ,  0.20268057, -0.27527562,
 -0.7258409 ,  0.51277953, -0.7668175 ,  0.75607216,  1.6273586 ,
  0.12199908]"
Day 1_A8-3-L.png,"[ 19.910013  ,   3.4615915 ,  -1.0186074 , -10.653451  ,  -6.551007  ,
   1.1495122 ,   2.6006663 ,   5.466367  ,  -1.3940266 ,   1.7138972 ,
   3.246332  ,  -1.0734843 ,   3.1926265 ,  -3.6444333 ,  -2.8397915 ,
  -0.34908855]"
Day 12_A8-3-L.png,"[-8.366189  , -2.7602885 ,  1.9311398 ,  6.998727  ,  3.94525   ,
 -0.23897095, -2.2579477 , -4.091628  ,  1.9298917 , -1.8362731 ,
 -3.2372582 ,  0.09723917, -1.8292781 ,  3.1677608 ,  1.1138135 ,
  0.73506665]"
Day 8_Y8-1-R.png,"[-9.008493  , -1.9297181 ,  1.0401524 ,  5.4151616 ,  3.4934404 ,
 -0.91126513, -1.7530043 , -3.57523   ,  0.97597104, -1.3312482 ,
 -1.7925875 ,  0.56805426, -1.4573017 ,  1.8913546 ,  1.2204251 ,
  0.44292003]"
Day 3_Y8-1-L.png,"[10.226992  , -1.5065492 , -1.6010935 , -4.8816886 , -2.4857428 ,
  2.3116813 , -1.8309132 ,  4.238996  ,  0.70710266, -3.192807  ,
 -1.1990865 ,  1.0579683 ,  3.8894625 , -1.0395449 , -2.9085946 ,
  2.6859894 ]"
Day 10_Y8-1-L.png,"[-7.8756223 , -3.720986  ,  1.7030811 ,  6.1672306 ,  2.693006  ,
  1.4955585 , -2.959959  , -2.685319  ,  2.584949  , -2.9098256 ,
 -4.276051  , -0.1667859 , -1.235288  ,  3.9324427 , -0.07415722,
  0.80330175]"
